Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
76608,-39.2875480651856,-39.2550849914551,-14.5623998641968,-9.29856777191162,-9.32535362243652,-13.7186594009399,464160,-9.20894813537598,235104,-8.64670944213867,-8.94696140289307,-13.410439491272,-14.3745317459106
76704,-39.1893692016602,-39.3213996887207,-14.430627822876,-9.23533153533936,-9.28756237030029,-13.6210050582886,464256,-9.16339015960693,235680,-8.30121326446533,-8.98046875,-13.1933088302612,-14.1994409561157
76800,-39.355411529541,-39.1078567504883,-14.3361225128174,-9.10000324249268,-9.10687637329102,-13.5735120773315,464352,-9.19848442077637,236448,-8.77606201171875,-8.79702854156494,-13.0059719085693,-14.2487020492554
76896,-39.35693359375,-38.8928031921387,-13.9402122497559,-9.12308883666992,-8.94167423248291,-13.6366262435913,465024,-8.59064865112305,236640,-8.66569137573242,-8.88712215423584,-11.9889488220215,-13.9076919555664
76992,-39.3052711486816,-39.046443939209,-12.7212400436401,-9.09577655792236,-9.1122636795044,-13.5755624771118,465120,-8.70983791351318,236736,-8.72997379302979,-8.90778255462647,-11.3972120285034,-13.4359073638916
77088,-39.3689002990723,-39.2163314819336,-11.7956838607788,-8.91276836395264,-9.19440650939941,-13.5608558654785,466848,-9.21818447113037,237120,-8.64552307128906,-8.55360221862793,-11.3794927597046,-13.094633102417
77184,-39.4581031799316,-39.1701850891113,-11.1008205413818,-8.60266304016113,-9.16342258453369,-13.5897130966187,467136,-9.25579929351807,237504,-8.70234775543213,-8.29578495025635,-11.4212036132813,-13.1200790405273
77280,-39.6375122070313,-39.1469612121582,-11.1547269821167,-8.46164035797119,-9.18261337280273,-13.5113801956177,468768,-9.89779567718506,237696,-8.48308181762695,-8.49535083770752,-11.6157503128052,-13.3267698287964
77376,-39.7926216125488,-39.275577545166,-11.2839317321777,-8.41665840148926,-9.11473560333252,-12.028787612915,470016,-9.42035865783691,237888,-8.6859884262085,-8.23207378387451,-11.5491466522217,-13.0749826431274
77472,-39.5112495422363,-39.2124748229981,-11.4667301177979,-8.37122440338135,-9.09227180480957,-11.8422241210938,471264,-8.99762630462647,238560,-8.55668544769287,-8.02936458587647,-11.3906917572021,-12.776948928833
77568,-39.485466003418,-39.3750076293945,-11.2680702209473,-8.35062980651856,-9.24619102478027,-11.8073835372925,471456,-9.08009719848633,238656,-8.49549579620361,-8.15399169921875,-11.3563203811646,-12.6647529602051
77664,-39.4305152893066,-39.421070098877,-11.0309228897095,-8.41192626953125,-9.29702281951904,-11.8922386169434,473280,-8.79179191589356,239040,-8.92934226989746,-8.04311275482178,-11.3248863220215,-12.8880310058594
77760,-39.470142364502,-39.5471115112305,-10.8490791320801,-8.45340061187744,-9.34294033050537,-11.7927474975586,473664,-9.14027500152588,239424,-8.64282417297363,-8.24406242370606,-11.8828639984131,-12.9312620162964
77856,-39.6229438781738,-39.5453453063965,-10.942455291748,-8.52849960327148,-9.32617664337158,-11.9866533279419,474336,-9.96658992767334,239904,-8.5646858215332,-8.33902549743652,-12.0595550537109,-13.160758972168
77952,-39.5134429931641,-39.4470176696777,-11.2319259643555,-8.59857273101807,-9.26282024383545,-12.2958288192749,474720,-10.094705581665,240000,-8.65838432312012,-8.25662422180176,-12.2330007553101,-13.6944990158081
78048,-39.5428810119629,-39.3699188232422,-11.1795883178711,-8.49128723144531,-9.30373287200928,-12.2555160522461,475200,-10.0750322341919,240096,-8.74025917053223,-8.32376480102539,-12.234224319458,-13.7065734863281
78144,-39.5703735351563,-39.3010444641113,-11.1553316116333,-8.55179405212402,-9.37452507019043,-12.2190504074097,477984,-8.87730884552002,240384,-8.67861080169678,-8.33419322967529,-11.876708984375,-14.1941690444946
78240,-39.4487113952637,-39.1563301086426,-11.2946376800537,-8.23446273803711,-9.35765647888184,-12.1705446243286,478176,-9.31863403320313,240576,-8.67623615264893,-8.50809192657471,-11.8136110305786,-14.5163497924805
78336,-39.4450988769531,-39.356575012207,-11.8111982345581,-8.28819751739502,-9.46227931976318,-11.9637317657471,479136,-9.38758087158203,240672,-8.63645076751709,-8.64073276519775,-11.5458278656006,-14.0142107009888
78432,-39.4394187927246,-39.5193328857422,-11.983962059021,-8.30413341522217,-9.60492134094238,-11.9239311218262,479232,-9.35396480560303,240864,-8.44946956634522,-8.68940353393555,-11.7481145858765,-14.0921125411987
78528,-39.1977806091309,-39.5439643859863,-11.8562660217285,-8.33653354644775,-9.46033000946045,-11.8452949523926,482304,-9.32972621917725,241056,-8.37774562835693,-8.65134525299072,-11.764084815979,-14.1664886474609
78624,-38.9488716125488,-39.3877029418945,-11.9098796844482,-8.54410362243652,-9.54120254516602,-11.9511346817017,484608,-8.58095264434815,241344,-8.11445999145508,-8.78616237640381,-11.8267679214478,-13.6914434432983
78720,-38.8822593688965,-39.3569488525391,-11.8927421569824,-8.51333427429199,-9.38607406616211,-11.5458517074585,485760,-9.17134952545166,241536,-8.24604892730713,-8.67986297607422,-11.64035987854,-13.7482013702393
78816,-39.0322189331055,-39.2300148010254,-11.9042415618896,-8.54032325744629,-9.27192687988281,-11.2388505935669,485952,-9.27844333648682,241728,-8.34374332427979,-8.87470054626465,-11.6052322387695,-14.1021003723145
78912,-38.9748039245606,-39.2945671081543,-12.0584144592285,-8.29813480377197,-9.46125507354736,-11.5230741500855,486432,-9.04265308380127,241824,-8.45902633666992,-8.74808406829834,-11.3070669174194,-13.6914319992065
79008,-38.9220199584961,-39.3414154052734,-12.1568288803101,-8.5327091217041,-9.73143863677979,-11.5992202758789,487392,-9.84041118621826,241920,-8.77493381500244,-8.85784530639648,-11.2861518859863,-13.2058544158936
79104,-38.9153633117676,-39.5598373413086,-11.8234663009644,-8.50387382507324,-9.81994247436523,-11.4004917144775,487680,-10.1554393768311,242112,-8.80172157287598,-8.99116325378418,-11.1492443084717,-13.2104949951172
79200,-38.8925132751465,-39.6854705810547,-11.543830871582,-8.53066635131836,-9.84853839874268,-11.4435424804688,487776,-10.078272819519,242304,-8.8856258392334,-9.03562736511231,-11.0311803817749,-13.3733282089233
79296,-38.7953224182129,-39.7789726257324,-11.6134433746338,-8.44712829589844,-9.9129638671875,-11.4376678466797,488544,-10.0168209075928,242784,-8.91246128082275,-9.02033424377441,-10.9469356536865,-13.3970613479614
79392,-38.7884330749512,-39.6276588439941,-11.5436668395996,-8.49106407165527,-9.80980682373047,-11.5735387802124,488736,-10.0198211669922,242976,-8.73002147674561,-8.95571422576904,-11.0260763168335,-13.80539894104
79488,-38.5398674011231,-39.5239753723145,-11.4508762359619,-8.49045467376709,-9.78173446655273,-11.6549520492554,489216,-10.1277894973755,243072,-8.76161003112793,-8.9216890335083,-11.1679697036743,-13.712685585022
79584,-38.6595153808594,-39.4152336120606,-11.3878479003906,-8.38655948638916,-10.0124225616455,-12.4390115737915,489792,-8.81499862670898,243744,-9.38183116912842,-8.77189445495606,-11.5320177078247,-13.6691780090332
79680,-38.5333442687988,-39.3711395263672,-11.2996082305908,-8.43535137176514,-10.4045143127441,-13.4783143997192,491808,-9.38006019592285,243936,-9.13773536682129,-8.71109104156494,-11.5436868667603,-13.3262748718262
79776,-38.3532524108887,-39.2644119262695,-11.2353286743164,-8.39333629608154,-10.5910940170288,-13.7892827987671,492768,-9.83262634277344,244128,-9.1270751953125,-8.68074798583984,-11.7179517745972,-13.3277130126953
79872,-38.3926734924316,-39.3587379455566,-11.0643186569214,-8.33498096466065,-10.5992317199707,-13.6590147018433,493152,-9.68087482452393,244224,-9.17050647735596,-8.7741003036499,-11.9706926345825,-13.4588937759399
79968,-38.3979759216309,-39.3102073669434,-11.0500774383545,-8.5187520980835,-10.2822046279907,-13.5137348175049,493536,-10.0341577529907,245280,-8.60429954528809,-8.50330829620361,-12.1556224822998,-13.3901214599609
80064,-38.4329986572266,-39.2636985778809,-11.0738563537598,-8.55238628387451,-10.3182668685913,-13.2348890304565,494208,-9.57763195037842,246336,-8.27474594116211,-9.35077857971191,-12.1149415969849,-13.2747526168823
80160,-38.4462623596191,-39.0808792114258,-11.0162286758423,-8.68972492218018,-10.6663112640381,-13.3650369644165,494592,-9.95793914794922,246432,-8.28291702270508,-9.30140209197998,-11.6597957611084,-13.1829872131348
80256,-38.3904533386231,-39.2117652893066,-10.9766750335693,-8.69342708587647,-11.1106042861938,-13.2695579528809,494688,-9.64986419677734,246624,-8.2162561416626,-9.4389123916626,-12.1733798980713,-13.1027069091797
80352,-38.2822723388672,-39.4508514404297,-10.8050546646118,-8.78678607940674,-11.9985446929932,-13.2450523376465,494880,-9.57101345062256,247296,-8.22363758087158,-9.6499662399292,-12.0448303222656,-13.0561800003052
80448,-38.219123840332,-39.649341583252,-11.4276885986328,-8.98923492431641,-12.7798852920532,-13.2463750839233,494976,-9.71720600128174,247488,-8.18154335021973,-9.60619640350342,-12.0347318649292,-13.2597503662109
80544,-38.2911911010742,-39.7046241760254,-11.8748397827148,-9.4544849395752,-13.0030450820923,-13.3258285522461,496128,-10.3528575897217,247584,-8.31068706512451,-9.6124382019043,-11.8681716918945,-12.6087369918823
80640,-38.3371162414551,-39.5776214599609,-12.3346815109253,-9.62638378143311,-12.8802928924561,-13.4309415817261,496992,-10.1902265548706,248064,-8.47588729858398,-9.49889850616455,-11.8190212249756,-12.5750217437744
80736,-38.4139213562012,-39.4510726928711,-12.150486946106,-10.0406913757324,-12.7696704864502,-13.8791370391846,498048,-10.0306720733643,248160,-8.43742275238037,-9.46726894378662,-11.9001693725586,-12.6026754379272
80928,-38.4809837341309,-39.3802185058594,-12.069447517395,-11.0073204040527,-12.9766731262207,-14.862114906311,499008,-8.99713039398193,248256,-8.46118831634522,-9.46761512756348,-11.6081104278564,-12.533257484436
81024,-38.4519577026367,-39.475456237793,-12.5318555831909,-10.8416709899902,-12.9326601028442,-14.756404876709,499104,-8.91670799255371,248544,-8.61869525909424,-9.46001434326172,-11.5341882705688,-12.5744323730469
81120,-38.565559387207,-39.6521034240723,-12.628002166748,-10.8693723678589,-13.1169004440308,-15.1947460174561,499296,-8.9717607498169,248640,-8.78466033935547,-9.29191875457764,-11.7037010192871,-12.3843927383423
81216,-38.7291564941406,-39.6495742797852,-12.6600618362427,-10.7124290466309,-13.4332427978516,-15.1803903579712,499776,-8.75697135925293,248928,-8.87252712249756,-9.2119083404541,-11.806791305542,-12.2181119918823
81312,-38.7241554260254,-39.5532646179199,-12.949049949646,-11.0651168823242,-13.5456371307373,-15.2227973937988,499968,-8.46164321899414,249504,-8.74330425262451,-8.92883586883545,-12.3938360214233,-12.2638778686523
81408,-38.6252288818359,-39.4107971191406,-12.8524236679077,-11.1990995407105,-13.5301523208618,-15.2915115356445,500448,-8.39023017883301,249600,-8.85631847381592,-8.9042387008667,-12.3108406066895,-12.2803220748901
81504,-38.6998825073242,-39.1050643920898,-13.0506534576416,-11.3229169845581,-13.5967569351196,-15.5952863693237,501024,-8.5956916809082,249792,-8.82152462005615,-8.93863296508789,-12.3557529449463,-12.1372346878052
81600,-38.7646713256836,-38.9226493835449,-13.3827342987061,-11.7479181289673,-13.6410331726074,-15.6011333465576,501696,-9.38255310058594,249984,-8.7823543548584,-8.99866199493408,-12.4364624023438,-11.9813604354858
81696,-38.8183135986328,-38.8354530334473,-13.5201988220215,-11.7326536178589,-13.6438789367676,-15.8768672943115,502080,-9.79244232177734,250176,-8.73393535614014,-8.88607883453369,-12.5548391342163,-11.765552520752
81792,-39.0443687438965,-38.9950675964356,-13.7509202957153,-11.6739282608032,-13.6194286346436,-15.9321155548096,502944,-10.0437707901001,250272,-8.69766616821289,-8.91052532196045,-12.6747007369995,-11.3113174438477
81984,-39.1453590393066,-38.9688224792481,-14.0665998458862,-11.6836042404175,-13.6231393814087,-14.9850006103516,504384,-9.49796676635742,251328,-8.44462776184082,-8.45597267150879,-12.2513084411621,-11.3651103973389
82080,-39.2552261352539,-38.8582649230957,-14.2422866821289,-11.6313943862915,-13.2866983413696,-13.867823600769,504480,-9.53091621398926,251424,-8.50710678100586,-8.47458744049072,-12.1616363525391,-11.350004196167
82176,-39.1381683349609,-38.9294319152832,-14.3962173461914,-11.8192663192749,-13.2010450363159,-13.4086313247681,504864,-9.88044738769531,251520,-8.53434753417969,-8.29462432861328,-12.0010681152344,-11.9325885772705
82272,-39.238037109375,-38.9286460876465,-14.6054668426514,-11.9168195724487,-13.1419048309326,-13.5312480926514,505248,-9.69255828857422,252288,-8.3794755935669,-8.38513946533203,-11.7306365966797,-11.8420171737671
82368,-39.1801414489746,-38.8871116638184,-14.9039878845215,-12.0963373184204,-13.5009632110596,-13.5385150909424,505536,-9.41202163696289,252384,-8.40980815887451,-8.36674690246582,-11.556414604187,-12.0236358642578
82464,-39.2985687255859,-38.7941207885742,-14.9542446136475,-12.2104873657227,-13.6010103225708,-13.5017642974854,507552,-8.84331512451172,252864,-8.77284812927246,-8.45609951019287,-11.9842376708984,-12.1598920822144
82560,-39.4719009399414,-38.9079437255859,-15.2688550949097,-12.0335779190063,-13.4465179443359,-14.3497838973999,508224,-9.37042999267578,252960,-8.60611629486084,-8.35805416107178,-11.9231586456299,-13.4271039962769
82656,-39.435546875,-38.5883903503418,-15.3122072219849,-11.9073238372803,-13.1253643035889,-14.394907951355,508416,-9.43650531768799,253056,-8.54317092895508,-8.25256824493408,-11.1228876113892,-13.552059173584
82752,-39.4635314941406,-38.4392356872559,-15.2568626403809,-11.8036832809448,-12.2761373519897,-14.1417779922485,508608,-9.3046350479126,253152,-8.58761787414551,-8.1900224685669,-10.859037399292,-13.2105340957642
82848,-39.5263633728027,-38.2793464660645,-14.6976528167725,-11.7278537750244,-11.3999605178833,-14.1506319046021,510624,-9.02208614349365,253344,-8.69876480102539,-8.32214736938477,-10.8355236053467,-12.9983978271484
83136,-39.5612487792969,-38.786792755127,-13.6367425918579,-10.8617811203003,-11.2765941619873,-13.765323638916,510720,-9.02917385101318,253440,-8.66187953948975,-8.26403045654297,-11.1588821411133,-13.028470993042
83232,-39.6032905578613,-38.8598747253418,-13.7217388153076,-10.1378602981567,-11.2861738204956,-13.2911109924316,511008,-9.29037761688232,253536,-8.76327514648438,-8.32676696777344,-11.2480545043945,-12.9117097854614
83328,-39.6489143371582,-38.8003807067871,-13.7699527740479,-10.2007427215576,-11.2392683029175,-12.9347038269043,511200,-9.25078105926514,253824,-8.78727436065674,-8.466139793396,-11.3863697052002,-12.7822523117065
83424,-39.5818367004395,-38.7121887207031,-13.1726016998291,-10.5143718719482,-11.1474542617798,-12.8639030456543,511584,-9.12606430053711,254880,-9.0100908279419,-8.87041664123535,-11.9024467468262,-12.8007698059082
83520,-39.5672149658203,-38.5238075256348,-12.9722967147827,-10.8248481750488,-11.1351461410522,-12.1727685928345,511680,-9.06493663787842,255456,-8.78293037414551,-9.15553379058838,-11.9492321014404,-12.8134231567383
83616,-39.4945259094238,-38.6919174194336,-12.7188711166382,-11.1388483047485,-10.799467086792,-11.8527307510376,512160,-8.51187419891357,255648,-8.5602388381958,-9.210524559021,-11.9675464630127,-12.6400241851807
83712,-39.5909233093262,-38.7476806640625,-12.1879777908325,-10.9537630081177,-10.7546834945679,-11.7182378768921,512352,-8.5858793258667,256416,-8.94929790496826,-9.06037044525147,-11.5074119567871,-12.8422231674194
83808,-39.6698951721191,-38.6973381042481,-12.0632276535034,-10.6636524200439,-10.6042423248291,-11.4621849060059,512544,-8.70622634887695,256512,-8.82074928283691,-9.07834815979004,-11.5997085571289,-13.0470314025879
83904,-39.5863380432129,-38.8296318054199,-11.98304271698,-10.4980592727661,-10.5117168426514,-11.2282600402832,513024,-9.18151187896729,256608,-8.69629383087158,-8.90209865570068,-11.6449642181396,-12.9899129867554
84000,-39.5108299255371,-38.9954490661621,-11.8993377685547,-10.2999897003174,-10.5817241668701,-11.1989040374756,514848,-9.54852294921875,256800,-8.48000144958496,-8.87208843231201,-11.6191635131836,-12.8310832977295
84096,-39.6620140075684,-38.9343681335449,-11.7998647689819,-10.2478857040405,-10.4941987991333,-10.7176294326782,515424,-9.6428747177124,257472,-8.8276481628418,-8.88805389404297,-11.5559940338135,-12.8436517715454
84192,-39.680606842041,-38.8487243652344,-11.7209577560425,-10.2436170578003,-10.347354888916,-10.4766511917114,515616,-9.61206436157227,257760,-8.93359375,-8.98106956481934,-11.6321535110474,-12.9394702911377
84288,-39.6700706481934,-38.9336624145508,-11.6357479095459,-10.2471675872803,-10.2242240905762,-10.2703037261963,515904,-9.39061737060547,257952,-9.00005531311035,-8.94589519500732,-11.9750280380249,-12.8425998687744
84384,-39.8425102233887,-39.0286865234375,-11.6281089782715,-10.3382015228271,-10.2364168167114,-10.2415227890015,516768,-9.27214431762695,258240,-9.07135581970215,-8.93534660339356,-11.757622718811,-13.0196189880371
84480,-39.5708312988281,-39.0404090881348,-11.4763422012329,-10.5261726379395,-10.1333513259888,-10.4046182632446,517824,-9.2059850692749,258432,-9.02735042572022,-9.0514669418335,-11.9931926727295,-13.3963766098022
84576,-39.7148971557617,-38.9723358154297,-11.6076173782349,-10.4187803268433,-10.1153345108032,-10.4991321563721,518688,-9.27566051483154,258624,-8.84430313110352,-9.09802532196045,-12.1765384674072,-12.9239664077759
84672,-39.5206527709961,-38.9724502563477,-11.5171537399292,-10.4685802459717,-10.1229724884033,-10.4450998306274,518784,-9.30179214477539,259488,-9.73134803771973,-9.40097045898438,-12.2051057815552,-14.8803062438965
84768,-39.5312728881836,-38.9546585083008,-11.6631097793579,-10.3068037033081,-9.77063465118408,-10.4004993438721,519168,-9.28289222717285,259584,-9.74165153503418,-9.23077392578125,-12.5968904495239,-15.2543592453003
84864,-39.5256690979004,-38.9769096374512,-11.4760456085205,-10.1089267730713,-9.57257461547852,-10.4732789993286,520128,-8.84272575378418,259680,-9.64889335632324,-9.14875888824463,-12.7082462310791,-14.9848718643188
84960,-39.5346832275391,-38.9752655029297,-11.5545864105225,-10.0527276992798,-9.35994625091553,-9.44283771514893,520800,-9.07769966125488,259872,-9.57679843902588,-9.05016994476318,-13.4674768447876,-13.6544046401978
85056,-39.5369491577148,-39.3114547729492,-11.9368448257446,-10.1762857437134,-9.29936122894287,-9.23595333099365,521184,-9.31557559967041,260064,-9.4921464920044,-8.99886226654053,-13.6401720046997,-13.693995475769
85152,-39.6761474609375,-39.3117942810059,-11.8467292785645,-10.2780923843384,-9.44164848327637,-9.33694267272949,521856,-9.5337438583374,260256,-9.57943725585938,-8.74754905700684,-14.2588500976563,-13.6926231384277
85248,-39.6151313781738,-39.4355926513672,-11.8056449890137,-10.2169637680054,-9.46207904815674,-9.44134902954102,522816,-9.65721225738525,260448,-9.31977844238281,-8.63484001159668,-14.3097610473633,-13.6476926803589
85344,-39.5905494689941,-39.2129859924316,-11.4533739089966,-10.2425880432129,-9.59242153167725,-9.71005630493164,523008,-9.59092521667481,260544,-9.14293670654297,-8.73778343200684,-14.16969871521,-13.7304286956787
85440,-39.3275108337402,-39.1678047180176,-11.3116064071655,-10.1402816772461,-9.47159767150879,-9.62508678436279,523104,-9.28756332397461,260928,-9.15996742248535,-8.58714103698731,-14.2546291351318,-13.4969577789307
85536,-39.3298149108887,-39.0620307922363,-11.4661140441895,-10.544605255127,-9.38292503356934,-9.76332473754883,523488,-8.91107273101807,261024,-9.17877769470215,-8.65095138549805,-14.2572183609009,-13.4265623092651
85728,-39.5668678283691,-39.3766860961914,-11.2974576950073,-10.4250631332397,-9.34234809875488,-11.0161809921265,523680,-8.82122611999512,261120,-9.19730567932129,-8.61346054077148,-14.2704315185547,-13.5752792358398
85824,-39.4983329772949,-39.5029411315918,-11.3893690109253,-10.2384834289551,-9.59678268432617,-11.1434965133667,523872,-8.43170833587647,261600,-8.90031147003174,-8.6732816696167,-13.852879524231,-13.4289665222168
85920,-39.5292358398438,-39.898868560791,-11.4533224105835,-9.80598640441895,-9.58712005615234,-11.4498434066772,523968,-8.49105358123779,261696,-9.34763240814209,-8.7929277420044,-13.7492027282715,-13.4184103012085
86016,-39.5956802368164,-39.7515869140625,-11.8886022567749,-9.62845039367676,-9.76835441589356,-11.5673151016235,524160,-8.94217491149902,261888,-9.2436695098877,-8.70563793182373,-13.8777160644531,-13.3451261520386
86112,-39.6264305114746,-39.679931640625,-12.0434331893921,-9.6233434677124,-9.55718994140625,-11.4086685180664,525216,-9.58021354675293,262080,-9.26770496368408,-8.78684616088867,-13.7879152297974,-13.1501789093018
86208,-39.456241607666,-39.7155570983887,-12.1002216339111,-9.64470863342285,-9.45160293579102,-11.4030990600586,527712,-8.90888118743897,262176,-9.1240816116333,-8.83297157287598,-13.7203130722046,-13.044319152832
86304,-39.2771415710449,-39.622428894043,-12.3644361495972,-9.62415409088135,-9.42190647125244,-11.3154716491699,528480,-9.32144451141357,262560,-9.19462490081787,-9.02889442443848,-14.2004957199097,-13.177451133728
86400,-39.3214225769043,-39.7319488525391,-12.2576866149902,-9.43542289733887,-9.31096649169922,-11.3100137710571,528768,-9.51027202606201,262656,-9.36953735351563,-9.20817756652832,-14.5568771362305,-13.4222011566162
86496,-39.377082824707,-39.9310302734375,-12.661600112915,-9.50816154479981,-9.38787746429443,-11.3743810653687,528864,-9.50162410736084,263040,-9.79104232788086,-9.34090328216553,-14.5830926895142,-14.9683332443237
86592,-39.3890419006348,-39.9228019714356,-12.404577255249,-9.69906902313232,-9.47921180725098,-11.5557641983032,528960,-9.46623420715332,263136,-9.71592807769775,-9.5375566482544,-14.2503967285156,-15.0479145050049
86688,-39.3255958557129,-39.8805122375488,-12.2804555892944,-9.830246925354,-9.52292633056641,-11.7705640792847,529056,-9.45445919036865,263232,-9.6946268081665,-9.60207080841065,-14.1103258132935,-15.0937757492065
86880,-39.3390121459961,-40.2387504577637,-12.0391941070557,-9.62593936920166,-9.42631053924561,-11.6453838348389,529728,-10.1883735656738,263328,-9.77352619171143,-9.67217540740967,-13.7434778213501,-15.2286243438721
86976,-39.2512168884277,-40.2652778625488,-11.709698677063,-9.7309513092041,-9.38451766967773,-11.7628803253174,530112,-10.2375907897949,263520,-9.69826030731201,-9.54864025115967,-14.0887317657471,-15.2390127182007
87072,-39.3092613220215,-40.1768455505371,-11.4379482269287,-9.60130882263184,-9.29374885559082,-12.0607242584229,530304,-10.2545280456543,263616,-9.60934829711914,-9.58470821380615,-14.5647258758545,-13.6815338134766
87168,-39.165771484375,-40.093189239502,-11.0942640304565,-9.59908580780029,-9.35511779785156,-12.0363931655884,530592,-11.418288230896,263712,-9.66164398193359,-9.62374210357666,-14.2035655975342,-13.6323337554932
87264,-39.3690376281738,-40.1302642822266,-11.1904363632202,-9.60512447357178,-9.36897945404053,-12.0161504745483,532416,-9.34773254394531,264384,-8.88730716705322,-10.0182819366455,-13.7828454971313,-13.5965709686279
87360,-39.4873695373535,-40.1755409240723,-10.9206819534302,-9.61466598510742,-9.31230163574219,-11.9832000732422,533088,-8.62261199951172,264480,-8.92647361755371,-10.0786628723145,-13.1260509490967,-13.6343927383423
87456,-39.2405738830566,-39.9844703674316,-10.6787796020508,-9.53598499298096,-9.21754741668701,-12.0931243896484,533280,-8.79138851165772,264576,-8.9420108795166,-10.0382804870605,-13.058819770813,-13.4455995559692
87552,-39.2767868041992,-39.9624214172363,-10.8685426712036,-9.54116058349609,-9.12227153778076,-11.976128578186,533568,-8.9279956817627,265056,-9.30746459960938,-9.75295448303223,-12.497106552124,-13.2784328460693
87744,-39.2952194213867,-40.053897857666,-11.1198062896729,-9.50572967529297,-9.10056877136231,-11.50905418396,534528,-9.27451229095459,265152,-9.33585548400879,-9.78545188903809,-12.5244417190552,-13.6216039657593
87840,-39.0454139709473,-40.0609092712402,-11.1277704238892,-9.51970100402832,-9.16225814819336,-11.6000566482544,535680,-8.75455379486084,265536,-9.2733325958252,-9.57085418701172,-12.2493324279785,-13.4933996200562
87936,-39.2905693054199,-40.0883140563965,-11.2365913391113,-9.22498893737793,-9.14443969726563,-11.5742692947388,538080,-8.94006824493408,265824,-9.03916645050049,-9.38385486602783,-12.1634292602539,-13.490837097168
88032,-39.1082344055176,-39.7771682739258,-11.0846319198608,-9.09731197357178,-9.01406097412109,-10.260142326355,541824,-9.46415424346924,266112,-9.11023616790772,-9.22051906585693,-12.3682899475098,-13.5561580657959
88128,-39.3759346008301,-39.6163940429688,-10.9468107223511,-9.2754545211792,-8.9145975112915,-10.2460203170776,542784,-10.0118532180786,266304,-9.19844150543213,-9.01038360595703,-12.3512887954712,-13.4740734100342
88224,-39.4368782043457,-39.5658111572266,-10.952335357666,-9.28523254394531,-8.76151084899902,-10.149543762207,544128,-9.25325584411621,266496,-9.35697650909424,-8.79187202453613,-12.3187370300293,-13.5699625015259
88320,-39.227653503418,-39.2971076965332,-10.8584413528442,-9.46035861968994,-8.59016132354736,-9.77333068847656,544608,-9.38322353363037,266688,-9.28799438476563,-8.46127128601074,-12.3854484558105,-13.7708015441895
88416,-39.2359199523926,-39.3715896606445,-10.539210319519,-9.52973747253418,-8.35712718963623,-9.50216388702393,544800,-9.09889316558838,266784,-9.4496955871582,-8.47208595275879,-12.3934535980225,-13.7393035888672
88512,-39.0789794921875,-39.5490989685059,-10.4583606719971,-9.48541259765625,-8.38183116912842,-9.70537090301514,546048,-9.43951225280762,266880,-9.40019702911377,-8.42932605743408,-12.8125286102295,-14.0070390701294
88608,-39.1163291931152,-39.5513343811035,-10.5300817489624,-9.42106246948242,-8.49890804290772,-9.68136596679688,547584,-9.06236934661865,267360,-8.99760818481445,-8.76882934570313,-13.0441522598267,-13.8897075653076
88704,-39.1016426086426,-39.3960723876953,-10.085675239563,-9.40449714660645,-8.38697338104248,-9.7723970413208,547872,-9.0562686920166,267456,-8.98922538757324,-8.75125312805176,-12.883279800415,-13.7803115844727
88800,-39.2849998474121,-39.0790023803711,-10.2294816970825,-9.39005661010742,-8.38599491119385,-9.95024871826172,548160,-9.15179824829102,268608,-9.05279636383057,-8.78946685791016,-12.5661306381226,-13.56174659729
88896,-39.2373123168945,-39.0958671569824,-9.7283525466919,-9.48771572113037,-8.40558910369873,-9.96221923828125,548544,-9.28083992004395,268800,-8.8687629699707,-8.81052780151367,-12.6650362014771,-12.1192808151245
88992,-39.0429534912109,-39.1320419311523,-9.89970016479492,-9.31123733520508,-8.44867420196533,-9.65216732025147,548832,-9.05771541595459,269472,-8.44158267974854,-8.7323694229126,-12.5878868103027,-11.9396114349365
89088,-39.2573585510254,-39.0790100097656,-9.95684432983398,-9.28000068664551,-8.2471866607666,-9.49466896057129,549504,-9.64631748199463,270048,-8.80414009094238,-8.54085922241211,-12.5155038833618,-11.7842502593994
89184,-39.1609001159668,-39.0966873168945,-9.97063064575195,-9.31545925140381,-8.34400844573975,-9.58851528167725,550176,-9.74694919586182,270144,-8.69978618621826,-8.48484802246094,-12.564435005188,-11.6061496734619
89280,-39.0530509948731,-39.017520904541,-10.0758266448975,-9.334228515625,-8.28022956848145,-9.59577083587647,550464,-9.38742446899414,271200,-9.21405124664307,-8.66018199920654,-12.5889110565186,-10.9976682662964
89376,-39.0975494384766,-38.9037971496582,-10.0659875869751,-9.15780925750732,-8.36002349853516,-9.87863540649414,551136,-9.49685287475586,271296,-9.31264114379883,-8.61033821105957,-12.0244731903076,-10.8838367462158
89472,-38.9326210021973,-38.9580574035645,-10.1501903533936,-9.30589485168457,-8.65997505187988,-9.74656581878662,551424,-9.17879104614258,272160,-9.1256685256958,-8.54916763305664,-11.5891799926758,-10.5052051544189
