Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
89568,-39.0070877075195,-38.9436187744141,-10.9207391738892,-9.23427104949951,-8.88949871063232,-9.7062873840332,552096,-9.23664283752441,272352,-9.24012184143066,-8.53134250640869,-11.6338338851929,-10.1232709884644
89664,-39.0166091918945,-39.0369987487793,-10.9042387008667,-9.25058746337891,-8.91831874847412,-9.7521390914917,552288,-9.17413902282715,272544,-9.33257102966309,-8.4292106628418,-11.5568761825562,-10.1125745773315
89760,-38.914924621582,-39.1115989685059,-10.78773021698,-9.45527935028076,-8.82534217834473,-9.83376598358154,552576,-9.48967552185059,272640,-9.20315456390381,-8.47813606262207,-11.3657989501953,-10.1912298202515
89856,-38.7746429443359,-39.187671661377,-10.5030336380005,-9.44086360931397,-8.93496894836426,-9.78826808929443,552672,-9.52721977233887,272832,-8.94038009643555,-8.37092590332031,-11.1622400283813,-10.2041101455688
89952,-39.0625343322754,-39.5113830566406,-10.2350587844849,-9.30765724182129,-9.18069648742676,-9.75532054901123,552768,-9.60700702667236,273024,-9.02951717376709,-8.38925361633301,-11.1518850326538,-10.1294622421265
90048,-38.9634666442871,-39.4435958862305,-9.94794654846191,-9.59802055358887,-9.24119567871094,-9.77287578582764,552864,-9.69496440887451,273120,-9.02151489257813,-8.37507247924805,-11.1936273574829,-9.70530700683594
90144,-38.9972381591797,-39.6147842407227,-9.76815986633301,-9.99574089050293,-9.68072414398193,-9.92166614532471,553536,-10.0903739929199,273408,-8.76444149017334,-8.16558647155762,-11.0353870391846,-9.81174468994141
90240,-39.0789909362793,-39.5874557495117,-10.0626935958862,-10.4609718322754,-9.91681289672852,-10.2556142807007,554208,-10.3488616943359,273792,-8.64062213897705,-8.07524871826172,-11.1155347824097,-9.9078950881958
90336,-38.813835144043,-39.3456649780273,-10.0897102355957,-10.6670331954956,-9.97146224975586,-10.2292823791504,555072,-9.64328098297119,273888,-8.85415840148926,-7.9709677696228,-11.6788463592529,-9.94036388397217
90432,-39.0582618713379,-39.4845275878906,-10.0123052597046,-11.7283697128296,-10.0624799728394,-10.3183069229126,555456,-9.65432929992676,274368,-9.20634746551514,-8.12492179870606,-11.6025276184082,-10.0208616256714
90528,-38.7654113769531,-39.5539131164551,-10.0100593566895,-11.6447792053223,-10.047511100769,-10.3088684082031,555840,-9.34963989257813,274560,-9.28368759155273,-8.26584053039551,-11.6389999389648,-9.90849876403809
90624,-38.7357749938965,-39.5452194213867,-9.9781665802002,-11.7560758590698,-10.4921293258667,-10.3282108306885,557760,-10.6740198135376,274752,-9.01442241668701,-8.42317295074463,-11.6473150253296,-9.91008377075195
90720,-38.8521614074707,-39.5822868347168,-9.87120628356934,-11.8759632110596,-10.550724029541,-10.4087915420532,558912,-9.88301658630371,274848,-9.04397010803223,-8.41870403289795,-11.4382381439209,-9.70984172821045
90816,-38.8937339782715,-39.5987777709961,-9.91629028320313,-11.9329795837402,-10.659291267395,-10.6072463989258,559968,-9.15534210205078,275232,-9.04392528533936,-8.72615623474121,-11.3179445266724,-9.75116443634033
90912,-39.0284042358398,-39.4397277832031,-10.466757774353,-12.2324237823486,-10.8468217849731,-10.529314994812,561600,-10.0786876678467,275424,-9.04991722106934,-8.81185150146484,-11.0889282226563,-9.8770694732666
91008,-39.1344375610352,-39.2834930419922,-10.3893136978149,-12.2948226928711,-10.8788633346558,-10.6501226425171,562560,-9.78051567077637,275712,-9.04367256164551,-8.62918186187744,-10.9214344024658,-10.1154689788818
91104,-39.0712013244629,-39.2696380615234,-11.8203372955322,-12.3678359985352,-10.9644889831543,-10.6851282119751,563232,-10.0885143280029,276480,-8.96310520172119,-8.80926990509033,-10.5829610824585,-10.1851253509521
91200,-39.1182289123535,-39.4725189208984,-12.0406160354614,-12.3502740859985,-11.093297958374,-10.4862594604492,563520,-9.55601596832275,276672,-8.89909744262695,-8.64099788665772,-10.7974214553833,-10.6089878082275
91296,-39.0930480957031,-39.5189781188965,-12.1457605361938,-12.2281532287598,-10.912148475647,-10.5312213897705,564480,-9.43106269836426,276768,-8.78162479400635,-8.70235252380371,-11.7546825408936,-10.7996196746826
91392,-39.3344078063965,-39.6012573242188,-12.347207069397,-12.3953123092651,-10.8969030380249,-10.7044525146484,564576,-9.47802734375,276960,-8.729172706604,-8.57019138336182,-11.7576961517334,-11.2425498962402
91488,-39.2169418334961,-39.4752159118652,-12.3473138809204,-12.5337076187134,-11.0914421081543,-10.7068786621094,564768,-9.47313499450684,277440,-9.09741306304932,-8.59486770629883,-11.8375225067139,-11.181435585022
91584,-39.3455085754395,-39.3846969604492,-12.4558258056641,-12.3791913986206,-11.1211309432983,-11.0496625900269,565344,-9.29950046539307,277632,-9.2367525100708,-8.54164981842041,-11.8338937759399,-11.3574419021606
91680,-39.3718643188477,-39.3256874084473,-12.5054740905762,-12.2404870986938,-11.1274375915527,-11.471378326416,566016,-9.46924686431885,277824,-9.17956447601318,-8.4252872467041,-12.2966604232788,-11.6261034011841
91776,-39.3613777160645,-39.6017265319824,-13.1319379806519,-12.4116668701172,-11.1286029815674,-11.5472965240479,568512,-9.56390285491943,278016,-9.25414848327637,-8.56819534301758,-12.5171194076538,-11.9608631134033
91872,-39.3101348876953,-39.557071685791,-13.2372713088989,-12.2999610900879,-11.1056976318359,-11.6796989440918,569760,-8.45509719848633,278400,-9.35938549041748,-8.72782897949219,-12.8604755401611,-11.9576482772827
91968,-39.1298561096191,-39.7108345031738,-12.5425281524658,-12.1842260360718,-11.0399732589722,-12.1852254867554,571104,-9.92619323730469,278784,-9.13281345367432,-8.62158870697022,-12.9976444244385,-11.8654594421387
92160,-39.1080436706543,-39.7956199645996,-12.8200149536133,-12.7334690093994,-11.4529933929443,-12.0974092483521,571584,-10.252857208252,278880,-9.07148361206055,-8.62273216247559,-13.3425636291504,-11.8395404815674
92256,-39.1502227783203,-39.9942054748535,-12.7903890609741,-12.7903890609741,-11.4446220397949,-12.234450340271,571872,-10.4541072845459,279552,-8.9142599105835,-8.89462471008301,-14.0631647109985,-11.9809675216675
92352,-39.2327842712402,-39.7099914550781,-13.0344018936157,-12.8515167236328,-11.3914070129395,-12.2508544921875,572640,-9.49842357635498,279648,-8.91763496398926,-8.94511413574219,-14.18044090271,-12.0989456176758
92448,-39.1961784362793,-39.6324501037598,-13.2819881439209,-12.668478012085,-11.2686653137207,-12.3594694137573,573216,-10.1025047302246,279840,-8.85680675506592,-8.76983737945557,-14.3666152954102,-12.2844123840332
92544,-39.2887382507324,-39.5706329345703,-13.544960975647,-12.4372406005859,-10.8197174072266,-12.0970048904419,574272,-9.89370536804199,279936,-8.74142551422119,-8.95698928833008,-14.3868427276611,-12.3342218399048
92640,-39.1607818603516,-39.5500297546387,-13.1964817047119,-11.9982776641846,-10.5409641265869,-11.6814126968384,575136,-9.53430461883545,280224,-8.78472709655762,-8.74318981170654,-14.2968530654907,-12.4466142654419
92736,-39.1426734924316,-39.5770225524902,-13.3587303161621,-11.7212352752686,-10.5698118209839,-11.5920820236206,575808,-9.15852165222168,280416,-8.73397254943848,-8.61829853057861,-13.7953157424927,-12.7455463409424
92928,-39.2990341186523,-39.5603981018066,-13.9173583984375,-10.5900344848633,-10.564905166626,-12.321946144104,576384,-9.64378261566162,280512,-8.73066902160645,-8.5632905960083,-13.4221258163452,-12.7603998184204
93024,-39.2602310180664,-39.4699172973633,-13.9257917404175,-10.4654121398926,-10.1649169921875,-12.2832183837891,576768,-10.0907783508301,280608,-8.93051910400391,-8.57281970977783,-13.73508644104,-12.8850994110107
93120,-39.4834899902344,-39.6624221801758,-14.0881614685059,-10.2284841537476,-10.1790037155151,-12.3050384521484,576960,-10.1361284255981,280800,-8.85136318206787,-8.42427062988281,-13.6928453445435,-13.0143375396729
93216,-39.5012092590332,-39.6545219421387,-14.0330076217651,-10.2546586990356,-10.0330724716187,-12.1042909622192,577056,-10.0107011795044,280896,-8.7917013168335,-8.42657279968262,-13.6541690826416,-13.0538530349731
93312,-39.495662689209,-39.7300720214844,-13.5624265670776,-9.92881011962891,-9.95465755462647,-12.0014162063599,579936,-8.95469665527344,281376,-9.0305347442627,-8.51996040344238,-13.4158573150635,-12.6315574645996
93408,-39.4806709289551,-39.9338722229004,-14.1704769134521,-9.94418334960938,-9.92680931091309,-12.1757116317749,580320,-8.9068193435669,281760,-8.99800109863281,-8.43385314941406,-13.3209733963013,-12.519513130188
93504,-39.5548896789551,-40.1322860717773,-12.7965211868286,-9.99962139129639,-9.92822933197022,-14.3207378387451,580416,-9.07704830169678,281856,-9.03554821014404,-8.33216285705566,-13.2644376754761,-12.4874019622803
93696,-39.2212677001953,-39.9061889648438,-12.4118013381958,-9.97627258300781,-10.0125370025635,-15.5609111785889,581088,-9.51780223846436,283200,-8.35251331329346,-8.67082977294922,-12.4537391662598,-11.8164911270142
93792,-39.0592727661133,-39.6260490417481,-12.1688957214355,-9.84181594848633,-9.98772621154785,-15.5325088500977,581184,-9.58580207824707,283488,-8.17873096466065,-8.66981792449951,-12.4598407745361,-11.4371576309204
93888,-39.1197357177734,-39.6103134155273,-12.0517387390137,-9.68896961212158,-9.85469245910645,-15.5686187744141,582816,-9.63284969329834,283776,-8.37670803070068,-8.47703742980957,-12.2636423110962,-11.6751117706299
93984,-39.2646331787109,-39.4453773498535,-11.8835039138794,-9.74472713470459,-9.96721744537354,-15.2308483123779,583392,-9.69461250305176,284064,-8.34210681915283,-8.45875644683838,-12.1689767837524,-11.8398666381836
94080,-39.0520057678223,-39.5079765319824,-11.9201259613037,-9.9239387512207,-10.104793548584,-14.8813199996948,583584,-9.76552963256836,284448,-8.60323238372803,-8.64047718048096,-12.1302614212036,-11.5941963195801
94176,-38.8640632629395,-39.4788627624512,-11.3654775619507,-9.78498935699463,-10.1193904876709,-14.3196802139282,583680,-9.8034200668335,284736,-8.79313373565674,-8.32048320770264,-11.939661026001,-11.2917947769165
94272,-38.9803771972656,-39.601936340332,-11.2865085601807,-9.79214668273926,-9.9769926071167,-13.944052696228,584736,-9.55539608001709,284832,-8.80827617645264,-8.32934093475342,-12.0780696868896,-11.2489185333252
94368,-39.1253051757813,-39.5872497558594,-11.2052545547485,-9.77900409698486,-9.8043851852417,-13.4134511947632,585024,-9.48191928863525,284928,-8.98758983612061,-8.40479946136475,-11.8627843856812,-11.2194175720215
94464,-39.1602020263672,-39.4409637451172,-10.8666925430298,-9.2800350189209,-9.48150253295898,-13.4625759124756,586368,-9.75293445587158,285504,-9.17811489105225,-8.04824542999268,-11.7328729629517,-11.2623300552368
94656,-39.1686515808106,-39.0789756774902,-10.7072381973267,-8.8263578414917,-9.43695735931397,-13.2385025024414,586752,-9.71831035614014,285984,-9.27502632141113,-8.29561710357666,-11.0424861907959,-11.6149215698242
94752,-39.3977775573731,-39.1782913208008,-10.7746429443359,-8.98654747009277,-9.47616767883301,-13.2150583267212,586944,-9.72920322418213,286080,-9.39299869537354,-8.39307117462158,-11.0318260192871,-12.1479730606079
94848,-39.3989982604981,-39.4236755371094,-10.5758152008057,-8.79764747619629,-9.49368190765381,-13.0867691040039,588096,-9.83447647094727,286176,-9.37970638275147,-8.35516452789307,-10.9456996917725,-12.2546939849854
94944,-39.2948341369629,-39.4097328186035,-10.5982942581177,-8.60743999481201,-9.50702667236328,-13.2749519348145,588864,-8.97880744934082,286560,-9.35803127288818,-8.36071395874023,-11.2556018829346,-12.0898637771606
95040,-39.2970390319824,-39.4051818847656,-10.6260662078857,-8.55528163909912,-9.55145454406738,-13.3856439590454,589344,-8.76316547393799,286752,-9.19636535644531,-8.1290864944458,-11.3184604644775,-12.0692195892334
95136,-39.1948852539063,-39.67919921875,-10.2288751602173,-8.50196838378906,-9.41282081604004,-13.7559547424316,589536,-8.76161003112793,286848,-9.07029628753662,-8.12027263641357,-11.4424829483032,-11.8076114654541
95232,-39.2426910400391,-39.6296730041504,-10.1045246124268,-8.57464694976807,-9.43793964385986,-13.2154340744019,589728,-8.7839527130127,287424,-8.86041641235352,-8.39344882965088,-11.6361865997314,-11.8043155670166
95328,-39.2903480529785,-39.6558609008789,-9.76323890686035,-8.52394866943359,-9.46753787994385,-13.0513172149658,591744,-8.81302833557129,287712,-8.80842781066895,-8.65460968017578,-11.8298568725586,-12.086916923523
95424,-39.1568107604981,-39.6354141235352,-9.7259464263916,-8.50567817687988,-9.38208103179932,-13.5938892364502,592224,-8.7370023727417,287904,-9.12255668640137,-8.90899753570557,-11.5506296157837,-11.8955955505371
95520,-39.1968536376953,-39.7421646118164,-9.67769813537598,-8.57319355010986,-9.41868209838867,-13.7437906265259,593856,-8.95225429534912,288000,-9.11381244659424,-8.86941719055176,-12.0355834960938,-11.8198728561401
95616,-39.0942420959473,-39.4294929504395,-9.73093128204346,-8.5428638458252,-9.70455646514893,-13.8901700973511,594624,-8.40492343902588,288192,-8.89289379119873,-8.95431423187256,-12.1831588745117,-12.4319353103638
95712,-38.9625015258789,-39.213794708252,-10.0808076858521,-8.49635410308838,-9.5357141494751,-13.8282022476196,595008,-8.51108169555664,288288,-8.85725784301758,-8.93933296203613,-12.189001083374,-13.242600440979
95808,-39.0221939086914,-39.2145957946777,-9.53054428100586,-8.53447532653809,-9.4904203414917,-13.5574884414673,595104,-8.44818305969238,288480,-8.84882164001465,-9.01208782196045,-12.6272869110107,-13.4033575057983
95904,-38.9228553771973,-39.2212333679199,-9.81172561645508,-8.46512794494629,-9.45312976837158,-11.3901481628418,595776,-8.38289451599121,288768,-8.89313507080078,-8.91143321990967,-12.7645273208618,-13.2847394943237
96000,-38.8625335693359,-39.2327842712402,-9.82919216156006,-8.5817928314209,-9.35433578491211,-10.2662048339844,596352,-9.85904216766357,289056,-9.3259391784668,-8.97353363037109,-12.4507503509521,-13.290843963623
96096,-38.7014007568359,-39.1004028320313,-9.91442680358887,-8.66118144989014,-9.44079494476318,-10.0938901901245,597216,-10.3171672821045,289824,-9.56438636779785,-8.73858642578125,-12.2468824386597,-13.3809490203857
96192,-38.9404487609863,-39.2911987304688,-9.82465362548828,-8.65288352966309,-9.37297248840332,-10.0744895935059,597312,-10.4900569915771,289920,-9.69427394866943,-8.68499374389648,-12.1373910903931,-13.7520513534546
96288,-39.2640037536621,-39.2080726623535,-9.86465835571289,-8.56857776641846,-9.54712677001953,-10.2497186660767,597696,-10.3145170211792,290400,-9.75090026855469,-8.36370754241943,-12.4793796539307,-15.0929765701294
96384,-39.2341117858887,-39.3100891113281,-10.3265142440796,-8.50842666625977,-9.3777494430542,-11.0410709381104,598080,-10.3237714767456,290784,-9.86349201202393,-8.40328693389893,-12.6091470718384,-15.4164171218872
96480,-39.3501739501953,-39.2946014404297,-10.2500238418579,-8.35630035400391,-9.33965682983398,-11.074764251709,598464,-10.2785844802856,290880,-10.054895401001,-8.34154796600342,-12.3293771743774,-15.561107635498
96576,-39.6314926147461,-39.2097206115723,-10.1823177337646,-8.41254806518555,-9.24945163726807,-11.1304788589478,598752,-9.69227409362793,291360,-9.83761501312256,-8.91449069976807,-12.2530155181885,-15.5223913192749
96672,-39.8758049011231,-39.1001930236816,-10.1629762649536,-8.48624610900879,-9.33675575256348,-11.2386474609375,598944,-9.60360908508301,292512,-9.43430328369141,-9.55160236358643,-11.7615814208984,-15.6179723739624
96768,-39.6178741455078,-39.2433624267578,-10.1070308685303,-8.53374195098877,-9.32993412017822,-11.3925457000732,599424,-10.0286235809326,292608,-9.36156940460205,-9.5943193435669,-11.953519821167,-15.5568199157715
96960,-39.4674339294434,-39.0329132080078,-10.381667137146,-8.73099327087402,-9.25872611999512,-11.6055479049683,600192,-11.083888053894,292704,-9.54365158081055,-9.69330024719238,-12.5962266921997,-14.9231777191162
97056,-39.4963912963867,-39.0949745178223,-10.3651447296143,-8.97311305999756,-9.17706966400147,-12.2111167907715,601920,-11.2685842514038,292800,-9.52320289611816,-9.58615684509277,-12.55885887146,-14.9404993057251
97152,-39.5985069274902,-39.0365333557129,-10.0443334579468,-8.76045227050781,-8.84447288513184,-12.230806350708,602880,-9.65909099578857,292896,-9.61445236206055,-9.48275184631348,-12.5798282623291,-14.6733856201172
97248,-39.710147857666,-38.7752952575684,-10.1317930221558,-8.93263053894043,-8.79799747467041,-12.4132652282715,603072,-9.71763134002686,293376,-9.60500907897949,-9.60275936126709,-12.6736707687378,-14.732048034668
97344,-39.9356346130371,-38.7910423278809,-9.86984920501709,-8.96453952789307,-8.75694274902344,-12.3503856658936,603744,-9.46717548370361,293760,-9.72400379180908,-9.3379487991333,-12.4998435974121,-14.9693050384521
97440,-40.0491600036621,-38.7776412963867,-10.0577926635742,-8.98515224456787,-8.73220634460449,-12.214693069458,604512,-9.44955444335938,294432,-9.84668350219727,-9.47489166259766,-12.9009246826172,-14.9466772079468
97536,-40.1827125549316,-38.6311225891113,-10.0270757675171,-9.11554718017578,-8.81486225128174,-11.9626541137695,604608,-9.44860553741455,294624,-10.1177082061768,-9.3926248550415,-12.8612089157105,-14.951189994812
97632,-40.25634765625,-38.7140121459961,-10.0993614196777,-9.0676965713501,-8.72808837890625,-11.9252901077271,604896,-9.73460960388184,294720,-10.0008678436279,-9.42111682891846,-12.8091077804565,-14.8793172836304
